date,open,high,low,close,volume,adj_close
2017-03-30,851.9799800000001,852.0,846.7700199999999,849.4799800000001,948100,849.4799800000001
2017-03-31,846.830017,849.5599980000001,845.23999,847.7999880000001,1437200,847.7999880000001
